,block,trial,isi,img0,img1,img2,img3,img4,cue,target_idx,lure_idx,correct_pos
0,0,0,128,./stimuli/Schuh.jpg,./stimuli/Haus.jpg,./stimuli/Katze.jpg,./stimuli/Gesicht.jpg,./stimuli/Stuhl.jpg,Stuhl,4,2,l
1,0,1,32,./stimuli/Schuh.jpg,./stimuli/Stuhl.jpg,./stimuli/Gesicht.jpg,./stimuli/Haus.jpg,./stimuli/Katze.jpg,Gesicht,2,4,r
2,0,2,512,./stimuli/Gesicht.jpg,./stimuli/Katze.jpg,./stimuli/Haus.jpg,./stimuli/Schuh.jpg,./stimuli/Stuhl.jpg,Stuhl,4,2,l
3,0,3,64,./stimuli/Haus.jpg,./stimuli/Gesicht.jpg,./stimuli/Schuh.jpg,./stimuli/Stuhl.jpg,./stimuli/Katze.jpg,Katze,4,3,l
4,0,4,32,./stimuli/Gesicht.jpg,./stimuli/Katze.jpg,./stimuli/Schuh.jpg,./stimuli/Haus.jpg,./stimuli/Stuhl.jpg,Haus,3,1,r
5,0,5,128,./stimuli/Schuh.jpg,./stimuli/Gesicht.jpg,./stimuli/Stuhl.jpg,./stimuli/Haus.jpg,./stimuli/Katze.jpg,Haus,3,4,r
6,0,6,512,./stimuli/Stuhl.jpg,./stimuli/Schuh.jpg,./stimuli/Gesicht.jpg,./stimuli/Katze.jpg,./stimuli/Haus.jpg,Gesicht,2,1,l
7,0,7,64,./stimuli/Stuhl.jpg,./stimuli/Katze.jpg,./stimuli/Schuh.jpg,./stimuli/Haus.jpg,./stimuli/Gesicht.jpg,Haus,3,2,r
8,1,0,32,./stimuli/Gesicht.jpg,./stimuli/Katze.jpg,./stimuli/Schuh.jpg,./stimuli/Haus.jpg,./stimuli/Stuhl.jpg,Stuhl,4,3,r
9,1,1,64,./stimuli/Haus.jpg,./stimuli/Gesicht.jpg,./stimuli/Schuh.jpg,./stimuli/Stuhl.jpg,./stimuli/Katze.jpg,Schuh,2,3,r
10,1,2,512,./stimuli/Stuhl.jpg,./stimuli/Schuh.jpg,./stimuli/Gesicht.jpg,./stimuli/Katze.jpg,./stimuli/Haus.jpg,Gesicht,2,3,l
11,1,3,64,./stimuli/Stuhl.jpg,./stimuli/Katze.jpg,./stimuli/Schuh.jpg,./stimuli/Haus.jpg,./stimuli/Gesicht.jpg,Haus,3,4,r
12,1,4,512,./stimuli/Gesicht.jpg,./stimuli/Katze.jpg,./stimuli/Haus.jpg,./stimuli/Schuh.jpg,./stimuli/Stuhl.jpg,Stuhl,4,1,l
