,block,trial,isi,img0,img1,img2,img3,img4,cue,target_idx,lure_idx,correct_pos
0,0,0,512,./stimuli/Haus.jpg,./stimuli/Gesicht.jpg,./stimuli/Schuh.jpg,./stimuli/Katze.jpg,./stimuli/Stuhl.jpg,Stuhl,4,2,r
1,0,1,32,./stimuli/Haus.jpg,./stimuli/Katze.jpg,./stimuli/Schuh.jpg,./stimuli/Stuhl.jpg,./stimuli/Gesicht.jpg,Katze,1,4,l
2,0,2,64,./stimuli/Schuh.jpg,./stimuli/Stuhl.jpg,./stimuli/Gesicht.jpg,./stimuli/Katze.jpg,./stimuli/Haus.jpg,Haus,4,3,l
3,0,3,512,./stimuli/Stuhl.jpg,./stimuli/Katze.jpg,./stimuli/Haus.jpg,./stimuli/Gesicht.jpg,./stimuli/Schuh.jpg,Schuh,4,1,r
4,0,4,32,./stimuli/Gesicht.jpg,./stimuli/Stuhl.jpg,./stimuli/Schuh.jpg,./stimuli/Haus.jpg,./stimuli/Katze.jpg,Schuh,2,1,r
5,0,5,128,./stimuli/Haus.jpg,./stimuli/Gesicht.jpg,./stimuli/Katze.jpg,./stimuli/Stuhl.jpg,./stimuli/Schuh.jpg,Stuhl,3,2,l
6,0,6,64,./stimuli/Gesicht.jpg,./stimuli/Stuhl.jpg,./stimuli/Haus.jpg,./stimuli/Katze.jpg,./stimuli/Schuh.jpg,Katze,3,4,r
7,0,7,128,./stimuli/Stuhl.jpg,./stimuli/Schuh.jpg,./stimuli/Katze.jpg,./stimuli/Gesicht.jpg,./stimuli/Haus.jpg,Haus,4,2,l
8,1,0,512,./stimuli/Haus.jpg,./stimuli/Gesicht.jpg,./stimuli/Schuh.jpg,./stimuli/Katze.jpg,./stimuli/Stuhl.jpg,Stuhl,4,0,l
9,1,1,32,./stimuli/Haus.jpg,./stimuli/Katze.jpg,./stimuli/Schuh.jpg,./stimuli/Stuhl.jpg,./stimuli/Gesicht.jpg,Stuhl,3,4,r
10,1,2,64,./stimuli/Gesicht.jpg,./stimuli/Stuhl.jpg,./stimuli/Haus.jpg,./stimuli/Katze.jpg,./stimuli/Schuh.jpg,Haus,2,3,r
