,block,trial,img,isi,distractor
0,0,0,./stimuli/Stuhl.jpg,2.114303093176748,0
1,0,1,./stimuli/Katze.jpg,1.6603525958002607,0
2,0,2,./stimuli/Gesicht.jpg,3.3962185021593827,1
3,0,3,./stimuli/Haus.jpg,1.7652908525317903,0
4,0,4,./stimuli/Stuhl.jpg,5.075687338025475,1
5,0,5,./stimuli/Stuhl.jpg,1.0196494866352332,0
6,0,6,./stimuli/Schuh.jpg,1.515512157538901,0
7,0,7,./stimuli/Stuhl.jpg,1.1342611246490695,0
8,0,8,./stimuli/Gesicht.jpg,1.3157509569711245,0
9,0,9,./stimuli/Katze.jpg,1.7253055385315896,0
10,0,10,./stimuli/Katze.jpg,2.6955606412070665,0
11,0,11,./stimuli/Haus.jpg,1.7856491850644727,0
12,0,12,./stimuli/Haus.jpg,2.4284268992138633,1
13,0,13,./stimuli/Gesicht.jpg,2.718185313465347,0
14,0,14,./stimuli/Schuh.jpg,2.473121745526427,0
15,0,15,./stimuli/Katze.jpg,1.1719358695972024,0
16,0,16,./stimuli/Schuh.jpg,3.8413564348726816,0
17,0,17,./stimuli/Haus.jpg,6.499541722408024,0
18,0,18,./stimuli/Katze.jpg,2.546978691584756,1
19,0,19,./stimuli/Stuhl.jpg,6.8281547822316675,0
20,0,20,./stimuli/Haus.jpg,4.52284722970368,0
21,0,21,./stimuli/Schuh.jpg,1.0736727737613638,1
22,0,22,./stimuli/Schuh.jpg,3.0246377270412936,0
23,0,23,./stimuli/Gesicht.jpg,5.348958524972634,0
24,0,24,./stimuli/Gesicht.jpg,1.2389032127649329,0
25,1,0,./stimuli/Katze.jpg,1.7098725721852475,1
26,1,1,./stimuli/Haus.jpg,1.8192592234647211,0
27,1,2,./stimuli/Gesicht.jpg,2.6481175010891427,0
28,1,3,./stimuli/Schuh.jpg,1.9675770802577777,0
29,1,4,./stimuli/Gesicht.jpg,1.934467620134995,0
30,1,5,./stimuli/Gesicht.jpg,4.04598582507484,0
31,1,6,./stimuli/Katze.jpg,3.134272298987505,0
32,1,7,./stimuli/Stuhl.jpg,4.028305032005501,0
33,1,8,./stimuli/Stuhl.jpg,4.188640353660141,0
34,1,9,./stimuli/Schuh.jpg,1.4539891216870264,0
35,1,10,./stimuli/Katze.jpg,1.500966345931778,0
36,1,11,./stimuli/Gesicht.jpg,2.0468969268387323,1
37,1,12,./stimuli/Haus.jpg,1.1453380319795816,0
38,1,13,./stimuli/Schuh.jpg,3.04097759420036,0
39,1,14,./stimuli/Schuh.jpg,3.8449067942137614,1
40,1,15,./stimuli/Haus.jpg,5.385377747224311,0
41,1,16,./stimuli/Stuhl.jpg,1.0059487639728797,0
42,1,17,./stimuli/Gesicht.jpg,5.909378802858729,0
43,1,18,./stimuli/Stuhl.jpg,1.5813209423931263,0
44,1,19,./stimuli/Haus.jpg,3.8491585787582183,1
45,1,20,./stimuli/Haus.jpg,2.248318225588694,0
46,1,21,./stimuli/Katze.jpg,3.3751610759792268,0
47,1,22,./stimuli/Katze.jpg,2.9698805436728146,0
48,1,23,./stimuli/Schuh.jpg,1.5427691425472516,0
49,1,24,./stimuli/Stuhl.jpg,2.3180765143218496,1
50,2,0,./stimuli/Katze.jpg,1.4522253429248473,0
51,2,1,./stimuli/Stuhl.jpg,6.707364689004813,1
52,2,2,./stimuli/Haus.jpg,2.261491263301128,0
53,2,3,./stimuli/Schuh.jpg,2.38750742651212,1
54,2,4,./stimuli/Katze.jpg,3.435943917602005,0
55,2,5,./stimuli/Katze.jpg,1.506313521064819,1
56,2,6,./stimuli/Haus.jpg,1.1484192489823544,0
57,2,7,./stimuli/Stuhl.jpg,2.065017492825017,0
58,2,8,./stimuli/Stuhl.jpg,1.3594559432583608,0
59,2,9,./stimuli/Gesicht.jpg,1.7254002532892372,0
60,2,10,./stimuli/Haus.jpg,5.3225376215184586,1
61,2,11,./stimuli/Haus.jpg,3.2823695549000003,0
62,2,12,./stimuli/Gesicht.jpg,2.2101750514917455,1
63,2,13,./stimuli/Schuh.jpg,1.190046664317618,0
64,2,14,./stimuli/Gesicht.jpg,4.80828996862591,0
65,2,15,./stimuli/Gesicht.jpg,1.3632183484948044,0
66,2,16,./stimuli/Stuhl.jpg,1.766430843757482,0
67,2,17,./stimuli/Schuh.jpg,3.4975154102730306,0
68,2,18,./stimuli/Stuhl.jpg,3.7107600421818767,0
69,2,19,./stimuli/Katze.jpg,2.3891474432431847,0
70,2,20,./stimuli/Gesicht.jpg,1.8097696856565777,0
71,2,21,./stimuli/Katze.jpg,1.2644096498277637,0
72,2,22,./stimuli/Schuh.jpg,1.4874893435973882,0
73,2,23,./stimuli/Schuh.jpg,2.248217327682609,0
74,2,24,./stimuli/Haus.jpg,1.4144318324721534,0
75,3,0,./stimuli/Schuh.jpg,3.058590708840411,0
76,3,1,./stimuli/Stuhl.jpg,7.082077389084384,0
77,3,2,./stimuli/Katze.jpg,2.0025668411675235,0
78,3,3,./stimuli/Stuhl.jpg,5.659030058766377,0
79,3,4,./stimuli/Stuhl.jpg,4.298955404281932,0
80,3,5,./stimuli/Gesicht.jpg,5.509826396449359,0
81,3,6,./stimuli/Katze.jpg,1.0944778069065841,0
82,3,7,./stimuli/Gesicht.jpg,2.1337840235920367,0
83,3,8,./stimuli/Stuhl.jpg,3.7878523686837937,1
84,3,9,./stimuli/Schuh.jpg,2.9593180892430144,0
85,3,10,./stimuli/Gesicht.jpg,3.6614282012584494,0
86,3,11,./stimuli/Schuh.jpg,2.1115067072324116,0
87,3,12,./stimuli/Haus.jpg,2.1925982026191915,0
88,3,13,./stimuli/Stuhl.jpg,5.3933922589088095,0
89,3,14,./stimuli/Haus.jpg,2.7585931673599338,0
90,3,15,./stimuli/Gesicht.jpg,1.0153099453988093,1
91,3,16,./stimuli/Gesicht.jpg,1.4046252032529094,0
92,3,17,./stimuli/Haus.jpg,2.275913590068452,0
93,3,18,./stimuli/Katze.jpg,2.1599707570003783,0
94,3,19,./stimuli/Haus.jpg,9.01865369914892,0
95,3,20,./stimuli/Haus.jpg,2.9365853277209713,1
96,3,21,./stimuli/Schuh.jpg,3.090607669289987,0
97,3,22,./stimuli/Schuh.jpg,4.961812287767907,1
98,3,23,./stimuli/Katze.jpg,1.734233485150675,0
99,3,24,./stimuli/Katze.jpg,2.5370344209987157,1
100,4,0,./stimuli/Schuh.jpg,2.9018113705465276,0
101,4,1,./stimuli/Gesicht.jpg,3.1438244852459367,0
102,4,2,./stimuli/Haus.jpg,1.211664263340311,0
