,block,trial,img,isi,distractor
0,0,0,./stimuli/Haus.jpg,1.2545102848758445,1
1,0,1,./stimuli/Schuh.jpg,3.7593714902682827,0
2,0,2,./stimuli/Schuh.jpg,1.0673805802840788,0
3,0,3,./stimuli/Gesicht.jpg,2.8421045869482255,0
4,0,4,./stimuli/Schuh.jpg,1.6609335424727578,0
5,0,5,./stimuli/Stuhl.jpg,3.3542893666434788,0
6,0,6,./stimuli/Katze.jpg,1.1644143666511226,1
7,0,7,./stimuli/Schuh.jpg,1.6657702041041629,0
8,0,8,./stimuli/Katze.jpg,1.0960564581869991,0
9,0,9,./stimuli/Gesicht.jpg,1.9415600118878078,0
10,0,10,./stimuli/Katze.jpg,2.142478930141116,0
11,0,11,./stimuli/Stuhl.jpg,1.9399260348741167,1
12,0,12,./stimuli/Gesicht.jpg,1.8476678141173049,0
13,0,13,./stimuli/Gesicht.jpg,1.9773870306413706,1
14,0,14,./stimuli/Haus.jpg,2.7331629616404784,0
15,0,15,./stimuli/Katze.jpg,5.3478219098626,0
16,0,16,./stimuli/Katze.jpg,8.645008686500502,0
17,0,17,./stimuli/Haus.jpg,1.8123291048524526,0
18,0,18,./stimuli/Gesicht.jpg,6.622427836860624,0
19,0,19,./stimuli/Stuhl.jpg,2.218328921593975,0
20,0,20,./stimuli/Stuhl.jpg,1.0475262583970062,0
21,0,21,./stimuli/Haus.jpg,1.8387002254547664,0
22,0,22,./stimuli/Stuhl.jpg,4.635998420666628,0
23,0,23,./stimuli/Schuh.jpg,1.3505778578321834,1
24,0,24,./stimuli/Haus.jpg,1.6480963789996066,0
25,1,0,./stimuli/Stuhl.jpg,4.401957107171565,0
26,1,1,./stimuli/Katze.jpg,8.585571454646438,0
27,1,2,./stimuli/Haus.jpg,1.6688233387091125,0
28,1,3,./stimuli/Stuhl.jpg,1.063457424365108,0
29,1,4,./stimuli/Stuhl.jpg,1.1726756454164582,1
30,1,5,./stimuli/Haus.jpg,1.737944765136592,0
31,1,6,./stimuli/Katze.jpg,2.2388086963036864,1
32,1,7,./stimuli/Gesicht.jpg,1.9074048738109484,0
33,1,8,./stimuli/Gesicht.jpg,2.2784552870603467,1
34,1,9,./stimuli/Katze.jpg,6.737973648004459,0
