,block,trial,img,isi,distractor
0,0,0,./stimuli/Gesicht.jpg,1.6706566819978683,0
1,0,1,./stimuli/Haus.jpg,1.2097049612902488,0
2,0,2,./stimuli/Stuhl.jpg,1.2519639107474183,0
3,0,3,./stimuli/Gesicht.jpg,6.224247159081134,1
4,0,4,./stimuli/Schuh.jpg,3.932661941611732,0
5,0,5,./stimuli/Stuhl.jpg,1.8214161975591954,0
6,0,6,./stimuli/Stuhl.jpg,8.571143096944008,0
7,0,7,./stimuli/Katze.jpg,2.3326286866002297,0
8,0,8,./stimuli/Haus.jpg,3.2103484238953044,1
9,0,9,./stimuli/Haus.jpg,1.6345963927645282,0
10,0,10,./stimuli/Gesicht.jpg,4.033292210213691,0
11,0,11,./stimuli/Gesicht.jpg,2.0006484451587787,0
12,0,12,./stimuli/Stuhl.jpg,3.1553864819938564,0
13,0,13,./stimuli/Schuh.jpg,1.6842867527635563,0
14,0,14,./stimuli/Gesicht.jpg,2.4106193480456577,0
15,0,15,./stimuli/Katze.jpg,2.5202476975583563,0
16,0,16,./stimuli/Stuhl.jpg,3.15299539162473,1
17,0,17,./stimuli/Haus.jpg,1.505291541536778,0
18,0,18,./stimuli/Schuh.jpg,3.01384974450325,1
19,0,19,./stimuli/Haus.jpg,2.496092247565274,0
20,0,20,./stimuli/Katze.jpg,1.7555611921169785,0
21,0,21,./stimuli/Katze.jpg,1.8961736377300316,1
22,0,22,./stimuli/Schuh.jpg,1.0038836377710685,0
23,0,23,./stimuli/Schuh.jpg,1.6175592154318088,0
24,0,24,./stimuli/Katze.jpg,1.1127964778294634,0
25,1,0,./stimuli/Schuh.jpg,2.3326537384221675,0
26,1,1,./stimuli/Katze.jpg,1.4453249798688037,0
27,1,2,./stimuli/Gesicht.jpg,1.2357483009981405,0
28,1,3,./stimuli/Gesicht.jpg,3.383613752425507,0
29,1,4,./stimuli/Haus.jpg,10.810464837143774,1
30,1,5,./stimuli/Stuhl.jpg,1.1741505712684366,0
31,1,6,./stimuli/Gesicht.jpg,1.8983892150073396,0
32,1,7,./stimuli/Schuh.jpg,1.0615390627031662,1
33,1,8,./stimuli/Stuhl.jpg,1.5686878691194843,0
34,1,9,./stimuli/Katze.jpg,3.698581134854651,0
35,1,10,./stimuli/Stuhl.jpg,3.0753183541926354,1
36,1,11,./stimuli/Stuhl.jpg,1.1931235539332652,0
37,1,12,./stimuli/Haus.jpg,1.8634238078973486,0
38,1,13,./stimuli/Gesicht.jpg,2.1298937520095134,1
39,1,14,./stimuli/Stuhl.jpg,1.7259332710781052,0
40,1,15,./stimuli/Schuh.jpg,2.2424463167101,0
41,1,16,./stimuli/Gesicht.jpg,3.738738154061404,0
42,1,17,./stimuli/Katze.jpg,1.0266906129300817,0
